age,experience,licence,NCD,PostcodeArea,make,EngineCC,fuel,value,vehicle_age,ownership,vehicle_kept,mileage,use,claims,price,train_test
55,29,Full,20,BD,VAUXHALL,1956,D,6300,6,2,Garage,6000,SDP&C,2,561,1
75,50,Full,9,CT,BMW,2993,D,37200,1,0,Drive,11000,SDP,0,519,1
27,0,Full,0,MK,FORD,1297,P,1100,8,0,Road,800,SDP,0,1503,1
30,3,Full,3,ML,SEAT,1595,P,15000,19,8,Road,14000,SDP&C,0,459,1
55,30,Full,10,NE,VAUXHALL,1364,P,6500,3,1,Road,4000,SDP&C,1,290,1
20,3,Full,3,GU,VAUXHALL,1248,D,3100,4,3,Garage,7000,SDP,0,795,1
39,4,Full,2,ML,RENAULT,1149,P,800,10,1,Drive,4500,SDP&C,0,357,1
75,34,Full,14,PE,VAUXHALL,1686,D,500,12,11,Drive,5000,SDP,0,189,1
35,14,Full,12,NP,RENAULT,1461,D,700,11,0,Garage,8000,SDP&C,1,519,1
49,28,Full,2,FY,VAUXHALL,1248,D,1800,8,0,Drive,7000,SDP&C,0,514,1
63,44,Full,9,WR,LANDROVER,2402,D,12000,6,5,Garage,4000,SDP,0,163,1
23,6,Full,4,BN,MERCEDES-BENZ,2148,D,2000,15,0,Drive,5500,SDP&C,0,711,1
44,25,Full,0,CB,ROVER,1589,P,300,13,1,Other,500,SDP&C,0,748,1
81,60,Full,9,L,TOYOTA,1299,P,600,14,8,Garage,4000,SDP,0,362,1
38,19,Full,7,G,FORD,999,P,9400,1,1,Garage,8000,SDP&C,0,248,1
54,34,Full,20,CR,VAUXHALL,1598,P,300,15,0,Road,5000,SDP,0,414,1
57,32,Full,7,G,MERCEDES-BENZ,2143,D,10300,6,1,Drive,5000,SDP,2,469,1
30,11,Full,9,BT,SEAT,1968,D,4400,7,1,Garage,5000,SDP&C,1,508,1
39,21,Full,1,CM,CITROEN,1560,D,1400,9,6,Drive,6000,SDP&C,0,444,1
52,32,Full,9,WN,VAUXHALL,1956,D,3800,6,1,Garage,9000,SDP&C,0,339,1
66,19,Full,9,YO,TOYOTA,1364,D,3000,6,4,Drive,1000,SDP,3,267,1
25,6,Full,3,AB,FORD,999,P,7100,2,1,Drive,8000,SDP,0,413,1
44,21,Full,2,NW,BMW,2171,P,2800,13,8,Drive,3000,SDP&C,1,555,1
55,38,Full,1,WN,FORD,1753,D,2500,8,0,Drive,15000,SDP&C,0,907,1
45,13,Full,10,BA,FORD,1796,P,100,17,0,Road,10000,SDP&C,0,320,1
23,5,Full,3,GU,CITROEN,1124,P,300,14,6,Drive,2500,SDP,0,412,1
62,37,Full,8,DN,VAUXHALL,1229,P,2500,6,2,Drive,6000,SDP&C,1,229,1
51,28,Full,20,CA,TOYOTA,1329,P,6600,6,6,Drive,7000,Business,0,169,1
27,1,Full,1,UB,FORD,1398,D,4300,5,1,Garage,5000,SDP,0,1586,1
50,29,Full,14,GU,BMW,1995,D,16200,3,0,Drive,8000,SDP&C,0,337,1
23,5,Full,0,SK,SEAT,1197,P,9900,1,0,Drive,8000,SDP&C,0,950,1
25,6,Full,1,N,PORSCHE,2967,D,46700,2,0,Road,1000,SDP,0,2580,1
42,6,Full,0,DE,TOYOTA,998,P,400,15,2,Drive,4000,SDP&C,1,749,1
23,5,Full,0,IV,VOLKSWAGEN,1984,P,24800,0,0,Garage,10000,SDP,0,2384,1
35,17,Full,0,SA,FORD,1297,P,600,11,0,Drive,12000,SDP&C,0,443,1
29,11,Full,11,TN,AUDI,1781,P,2000,15,7,Road,10000,SDP&C,0,283,1
68,46,Full,9,BB,BMW,2993,D,14000,8,0,Drive,2000,Business,1,503,1
36,13,Full,2,EH,MERCEDES-BENZ,1998,P,1300,15,1,Garage,5000,SDP,0,565,1
29,8,Full,8,GL,BMW,1995,D,2800,11,3,Drive,4000,SDP,0,494,1
51,33,Full,20,BT,MERCEDES-BENZ,3226,D,500,15,0,Garage,7000,SDP&C,0,329,1
55,26,Full,16,TF,VAUXHALL,1796,P,1000,10,8,Drive,5000,SDP,0,194,1
18,1,Full,1,KA,VAUXHALL,1398,P,5800,1,0,Drive,10000,SDP&C,0,930,1
39,20,Full,11,CH,PEUGEOT,1560,D,3600,6,2,Drive,10000,SDP,2,338,1
25,3,Full,3,LE,VAUXHALL,1598,P,1900,8,1,Drive,8000,SDP&C,0,710,1
32,14,Full,9,NG,FORD,1388,P,1700,12,6,Road,11000,SDP&C,1,401,1
36,19,Full,18,B,VAUXHALL,1398,P,6000,5,4,Drive,7000,SDP,0,486,1
52,32,Full,0,DE,FIAT,1242,P,800,11,0,Other,3000,SDP&C,0,663,1
27,10,Full,7,ME,VAUXHALL,1796,P,1200,8,3,Garage,4000,SDP&C,0,393,1
88,60,Full,9,DN,RENAULT,1149,P,2400,8,0,Drive,5000,SDP,0,612,1
74,53,Full,12,CF,RENAULT,1598,D,7300,4,3,Road,10000,SDP,0,410,1
33,0,Full,0,SN,VAUXHALL,1686,D,2000,9,0,Drive,8000,SDP,0,1846,1
59,35,Full,0,BN,FORD,1596,P,2500,6,0,Drive,3700,SDP&C,0,470,1
60,40,Full,2,SY,LANDROVER,1951,D,700,15,1,Drive,3000,SDP&C,0,208,1
21,2,Full,0,PE,PEUGEOT,1360,P,1000,11,0,Drive,2000,SDP,0,1057,1
31,10,Full,0,PL,FORD,1753,D,100,16,0,Drive,17000,SDP,0,1457,1
29,10,Full,9,DE,VAUXHALL,1364,P,800,10,0,Other,10000,SDP&C,0,430,1
57,38,Full,10,FK,CITROEN,1560,D,1300,10,0,Other,15000,SDP&C,1,296,1
32,0,Full,0,G,RENAULT,1149,P,6600,2,0,Road,10000,SDP&C,0,1077,1
38,19,Full,9,WF,FORD,1297,P,1000,9,4,Other,10000,Business,0,306,1
52,25,Full,7,CH,VAUXHALL,1796,P,2500,8,0,Drive,6000,SDP&C,0,650,1
45,26,Full,9,SK,PEUGEOT,1397,P,2700,7,1,Drive,15000,SDP&C,1,403,1
33,7,Full,1,CW,RENAULT,1149,P,1600,8,0,Road,5000,SDP,0,768,1
80,59,Full,11,BD,SKODA,1197,P,8700,0,0,Garage,3000,SDP,0,403,1
27,1,Full,1,DT,SUZUKI,996,P,2600,3,0,Road,5000,SDP&C,0,434,1
58,20,Full,10,SE,HONDA,1998,P,900,15,8,Drive,700,SDP,0,545,1
60,42,Full,14,EH,KIA,1248,P,5000,4,2,Drive,11000,Business,1,170,1
69,49,Full,13,DL,VOLVO,2400,D,28000,7,0,Drive,11000,SDP&C,0,370,1
18,1,Full,1,DD,RENAULT,1390,P,1300,10,1,Drive,10000,SDP&C,0,895,1
59,42,Full,20,CH,VAUXHALL,1199,P,200,14,1,Garage,5000,SDP&C,0,183,1
68,40,Full,10,ML,PEUGEOT,1587,P,1000,13,0,Drive,5000,SDP,0,184,1
45,27,Full,13,IP,MINI,1598,D,5700,7,0,Drive,3000,SDP&C,0,222,1
42,22,Full,0,LE,MINI,1598,P,1400,15,0,Garage,3000,SDP&C,0,948,1
26,0,Full,0,DN,CHEVROLET,796,P,600,11,0,Road,3000,SDP&C,0,1426,1
50,17,Full,10,WS,PEUGEOT,1587,P,3000,13,0,Drive,3000,SDP&C,0,376,1
40,22,Full,2,BS,VOLKSWAGEN,1598,P,300,16,0,Road,4000,Business,1,299,1
46,28,Full,3,PO,FORD,1997,D,8000,6,0,Drive,5000,SDP,0,361,1
47,21,Full,10,DN,LANDROVER,1951,D,900,16,3,Drive,6000,Business,0,325,1
74,34,Full,9,S,VAUXHALL,1364,P,1800,7,0,Drive,5000,SDP,0,407,1
66,38,Full,11,IP,FORD,1596,P,500,12,11,Garage,8000,SDP,0,155,1
21,4,Full,2,ME,FIAT,1368,P,5000,4,0,Road,5000,SDP,1,984,1
27,9,Full,8,WA,VAUXHALL,1598,P,3300,6,0,Drive,5000,SDP,0,577,1
73,53,Full,9,GU,LANDROVER,2495,D,2000,15,6,Drive,6000,SDP,0,227,1
49,30,Full,15,LS,VAUXHALL,1229,P,2800,4,2,Drive,5000,SDP&C,0,258,1
24,6,Full,0,TN,MERCEDES-BENZ,1461,D,10900,3,0,Drive,10000,SDP&C,0,952,1
49,31,Full,10,ST,BMW,1995,D,6000,10,2,Drive,13000,SDP&C,1,323,1
29,11,Full,4,S,BMW,1995,D,5000,7,0,Drive,4000,Business,0,726,1
33,15,Full,8,ME,SUZUKI,1598,D,9400,3,0,Garage,2000,SDP&C,1,507,1
22,5,Full,3,NP,PEUGEOT,1360,P,1200,10,2,Other,7000,SDP,1,589,1
37,10,Full,9,CH,VOLKSWAGEN,1798,P,4800,8,2,Drive,8000,SDP&C,0,306,1
61,43,Full,6,AL,HYUNDAI,1396,P,3700,7,1,Drive,8000,SDP&C,0,270,1
28,6,Full,0,AL,FORD,1596,P,2100,8,0,Road,2000,SDP,0,910,1
27,8,Full,4,CR,RENAULT,1998,P,600,14,6,Other,2000,SDP,0,981,1
55,35,Full,0,N,VOLKSWAGEN,999,P,2500,17,6,Drive,2500,SDP,1,481,1
43,13,Full,10,DN,VAUXHALL,1248,D,7500,2,0,Drive,7000,SDP&C,0,408,1
20,0,Full,0,SG,FORD,1242,P,1700,9,0,Drive,9000,SDP&C,0,1483,1
25,4,Full,0,YO,PEUGEOT,1598,P,1600,8,1,Drive,1000,SDP,0,990,1
74,40,Full,20,DE,TOYOTA,998,P,1900,10,10,Drive,6000,SDP,0,221,1
37,18,Full,9,E,BMW,2993,D,11500,7,0,Garage,5000,SDP&C,0,1344,1
28,8,Full,3,CB,PEUGEOT,1360,P,2500,6,1,Road,31000,SDP,0,486,1
21,2,Full,2,TS,KIA,1685,D,10000,4,0,Other,5000,SDP,0,1365,1
62,34,Full,0,M,MINI,1397,P,4400,6,0,Drive,4500,SDP&C,0,641,1
30,0,Full,1,LE,MAZDA,1349,P,2500,6,1,Drive,4000,SDP&C,0,892,1
25,7,Full,7,NG,VAUXHALL,1398,P,2500,7,1,Drive,6000,SDP&C,0,728,1
57,40,Full,15,PL,PEUGEOT,1997,D,300,16,0,Road,5000,SDP,0,341,1
56,34,Full,3,PL,FORD,1597,P,600,13,1,Drive,10000,SDP,0,207,1
65,47,Full,9,PO,PEUGEOT,1598,P,3900,6,1,Drive,5000,SDP,0,160,1
60,40,Full,20,CM,FORD,1796,P,300,14,0,Drive,10000,SDP&C,0,256,1
19,1,Full,1,BA,VOLKSWAGEN,1598,P,1100,13,0,Drive,4000,SDP,0,960,1
27,4,Full,3,DD,BMW,1995,D,900,14,0,Drive,5000,SDP&C,0,694,1
31,13,Full,9,B,BMW,3246,P,4300,11,2,Drive,5000,SDP,0,1901,1
67,50,Full,20,CF,AUDI,1984,P,1000,14,0,Drive,5000,SDP,0,241,1
88,43,Full,12,KA,SUZUKI,1242,P,12200,1,0,Garage,2500,SDP,0,526,1
54,32,Full,20,NP,MERCEDES-BENZ,1498,P,2400,10,2,Drive,4000,SDP&C,0,209,1
30,6,Full,6,KA,FORD,1560,D,5800,4,1,Drive,15000,SDP&C,0,461,1
36,18,Full,0,AB,VOLKSWAGEN,1968,D,2600,10,0,Other,6000,SDP,0,567,1
19,2,Full,0,CM,PEUGEOT,1124,P,700,11,1,Drive,7000,SDP,0,1261,1
84,60,Full,9,DT,AUDI,1968,D,3100,11,6,Drive,4000,SDP,0,376,1
59,42,Full,20,BT,BMW,1995,D,8000,6,2,Drive,5000,SDP&C,0,391,1
41,20,Full,12,OL,MINI,1598,P,6200,11,1,Road,7000,Business,0,475,1
32,10,Full,0,NN,BMW,1995,P,2600,11,0,Garage,5000,SDP&C,0,702,1
52,31,Full,20,NN,ALFA ROMEO,875,P,6000,3,1,Garage,9000,Business,0,228,1
61,41,Full,13,PL,FORD,1596,P,200,15,0,Drive,2000,SDP&C,0,243,1
46,21,Full,5,RG,VAUXHALL,1598,P,1500,10,3,Drive,3500,SDP,0,426,1
37,19,Full,9,SW,PEUGEOT,1997,D,9500,6,4,Drive,8000,SDP&C,0,594,1
54,32,Full,0,SK,BMW,1796,P,1700,12,0,Garage,10000,SDP&C,1,780,1
28,0,Full,0,PE,RENAULT,1390,P,1200,11,0,Road,12000,SDP&C,0,1351,1
44,26,Full,0,TW,FORD,999,P,7100,1,0,Drive,7000,SDP&C,0,366,1
39,21,Full,20,M,AUDI,1781,P,2500,13,7,Drive,10000,SDP&C,1,690,1
72,53,Full,9,RG,PEUGEOT,1360,P,800,11,10,Drive,5000,SDP,0,182,1
78,40,Full,5,DA,PEUGEOT,1587,P,300,15,4,Drive,5000,SDP,1,417,1
37,21,Full,10,OL,FIAT,1956,D,4200,6,3,Road,3000,SDP,0,555,1
67,41,Full,11,B,NISSAN,1240,P,2000,8,4,Road,3000,SDP,0,339,1
45,28,Full,1,BH,HONDA,1998,P,1700,14,2,Drive,8000,SDP&C,0,335,1
45,4,Full,2,DA,LANDROVER,1951,D,900,15,0,Garage,8000,SDP,1,1087,1
19,1,Full,1,TA,PEUGEOT,1997,D,600,16,0,Drive,3000,SDP,0,1674,1
22,2,Full,0,DE,VAUXHALL,1598,P,2400,8,1,Drive,4000,SDP,0,1284,1
39,18,Full,7,BT,AUDI,1968,D,15000,5,2,Drive,13000,Business,1,512,1
31,11,Full,9,DH,DACIA,1461,D,5000,2,1,Drive,8000,SDP&C,0,475,1
46,28,Full,10,AB,HONDA,2204,D,3000,11,0,Drive,10000,SDP&C,0,249,1
33,8,Full,1,BT,SEAT,1896,D,900,15,2,Other,5000,SDP,0,517,1
44,23,Full,9,B,HONDA,1668,P,2400,11,0,Road,7000,SDP&C,0,493,1
61,20,Full,10,PA,FORD,1242,P,600,11,2,Road,7000,SDP,0,143,1
51,33,Full,12,EX,MITSUBISHI,1590,P,9300,1,0,Garage,10000,SDP,1,199,1
31,10,Full,8,BT,TOYOTA,2231,D,1500,11,4,Garage,10000,SDP&C,1,443,1
62,35,Full,18,PE,CHEVROLET,1991,D,2900,7,5,Garage,15000,SDP&C,0,269,1
70,50,Full,7,SN,SKODA,1896,D,7000,11,7,Drive,5000,SDP,0,234,1
28,5,Full,5,TR,CITROEN,1527,D,300,16,0,Drive,4000,SDP,0,538,1
66,40,Full,20,M,FIAT,1108,P,400,17,1,Drive,500,SDP,0,296,1
67,50,Full,0,TQ,PEUGEOT,1398,D,700,12,0,Drive,3000,SDP,0,563,1
73,48,Full,12,L,TOYOTA,1998,P,1000,18,7,Road,4000,SDP,0,383,1
71,41,Full,11,SY,SSANGYONG,2696,D,4300,12,0,Drive,9000,SDP,1,495,1
70,40,Full,10,SL,MINI,1598,P,1600,13,0,Drive,5000,SDP&C,0,234,1
47,30,Full,20,EH,MG-MOTOR UK,1498,P,10000,0,0,Drive,8000,SDP,0,185,1
51,17,Full,11,N,BMW,2494,P,600,16,3,Road,5000,SDP&C,0,591,1
49,31,Full,4,WR,FORD,1999,P,700,12,1,Drive,10000,SDP&C,1,256,1
35,7,Full,7,CF,VOLKSWAGEN,1984,P,1100,12,1,Road,12000,SDP&C,0,576,1
40,22,Full,17,IP,LANDROVER,2179,D,8100,6,0,Drive,6000,SDP&C,0,236,1
46,22,Full,20,WA,NISSAN,1598,D,22000,0,0,Drive,14000,SDP&C,2,390,1
54,36,Full,9,M,AUDI,1968,D,8600,7,1,Drive,9500,SDP&C,0,572,1
17,0,Full,0,TR,VOLKSWAGEN,1198,P,1000,10,0,Drive,6000,SDP&C,0,1401,1
75,45,Full,10,GL,HONDA,1590,P,1200,12,4,Garage,6000,SDP,0,277,1
30,0,Full,0,NE,NISSAN,1497,P,500,13,0,Road,5000,SDP,0,1643,1
32,12,Full,3,RG,VOLKSWAGEN,1595,P,500,16,0,Drive,8500,SDP&C,0,1087,1
65,42,Full,9,CB,SMART,999,P,2300,7,2,Garage,3000,SDP,0,152,1
40,21,Full,11,DN,FORD,1242,P,6600,0,0,Drive,9000,SDP&C,0,183,1
36,10,Full,4,S,AUDI,1968,D,2500,11,11,Drive,10000,SDP&C,1,596,1
22,2,Full,1,SE,HONDA,1590,P,1200,12,2,Garage,7000,SDP&C,0,1484,1
20,2,Full,2,HU,AUDI,1390,P,6100,6,0,Road,5000,SDP,0,891,1
49,32,Full,3,TS,CITROEN,1587,P,300,12,1,Road,7000,SDP,0,373,1
62,31,Full,10,NE,NISSAN,1461,D,4400,7,3,Drive,7000,SDP&C,0,244,1
56,39,Full,10,FK,FORD,1596,P,2100,7,2,Drive,15000,SDP&C,0,200,1
64,37,Full,10,DD,HONDA,1318,P,10000,1,1,Road,12000,SDP,0,178,1
30,12,Full,12,TS,BMW,1995,P,3000,11,0,Garage,4000,SDP,0,618,1
81,50,Full,10,CM,VAUXHALL,1956,D,3600,6,0,Drive,10000,SDP,0,775,1
60,36,Full,0,M,FORD,1596,P,4500,6,0,Road,6000,Business,0,751,1
23,3,Full,3,SE,FIAT,1368,P,3200,6,3,Other,6000,SDP,0,1133,1
56,34,Full,20,WA,FIAT,1242,P,3300,5,4,Garage,2000,SDP,0,208,1
65,26,Full,13,CF,FORD,1297,P,700,10,1,Garage,3000,SDP&C,0,181,1
38,2,Full,1,SE,NISSAN,1769,P,400,15,2,Road,4000,SDP,0,1305,1
32,11,Full,3,W,TOYOTA,998,P,2100,7,2,Road,3000,SDP,0,417,1
34,15,Full,9,CF,HYUNDAI,1582,D,4800,6,4,Road,10000,SDP,0,383,1
47,20,Full,5,B,VOLKSWAGEN,1198,P,3300,5,5,Road,5000,SDP,1,470,1
43,23,Full,2,CF,VAUXHALL,1686,D,8800,2,1,Drive,5000,Business,0,481,1
42,21,Full,15,PO,VOLKSWAGEN,1896,D,3300,8,0,Drive,10000,SDP&C,0,615,1
33,0,Full,0,TS,CITROEN,1587,P,800,10,0,Drive,6000,SDP&C,0,1780,1
22,0,Full,0,LL,FORD,999,P,6400,4,0,Road,6000,SDP,0,1259,1
61,40,Full,20,CH,CITROEN,1868,D,1000,13,0,Drive,15000,SDP,0,387,1
47,26,Full,9,PR,SUZUKI,1586,P,2500,9,3,Garage,6000,SDP&C,0,293,1
25,2,Full,2,WV,PEUGEOT,1124,P,600,15,0,Garage,5000,SDP,0,1861,1
51,13,Full,10,NE,VAUXHALL,1686,D,900,11,2,Road,10000,SDP&C,0,612,1
19,1,Full,0,RG,VAUXHALL,1364,P,1200,12,0,Garage,6000,SDP,0,1554,1
32,15,Full,9,BS,MERCEDES-BENZ,2143,D,16700,3,0,Road,8000,Business,0,821,1
60,42,Full,20,FY,VAUXHALL,1598,P,300,19,0,Drive,4000,SDP,0,366,1
48,29,Full,5,EX,HONDA,1339,P,700,11,2,Drive,7000,SDP&C,0,266,1
65,45,Full,5,NG,SMART,999,P,2200,9,1,Garage,5000,SDP&C,0,199,1
53,30,Full,5,TQ,RENAULT,1390,P,1400,9,9,Other,8000,SDP&C,0,199,1
23,2,Full,2,DN,FIAT,1242,P,6000,3,1,Drive,10000,SDP&C,0,778,1
29,9,Full,6,IP,AUDI,1968,D,2300,12,0,Road,6000,SDP&C,0,548,1
47,30,Full,3,MK,VOLKSWAGEN,1198,P,1700,12,4,Drive,20000,SDP,0,291,1
21,0,Full,0,S,TOYOTA,1364,D,700,13,0,Road,8000,SDP,0,2213,1
27,9,Full,0,SO,HYUNDAI,1582,D,23000,0,0,Drive,10000,SDP,1,984,1
25,7,Full,6,GL,AUDI,1598,D,8400,4,0,Drive,10000,SDP&C,1,492,1
34,14,Full,14,DE,VAUXHALL,1229,P,500,12,10,Other,2000,Business,0,295,1
58,38,Full,20,DT,AUDI,1598,D,8500,4,0,Drive,12000,SDP&C,0,223,1
50,26,Full,2,BL,MERCEDES-BENZ,1796,P,3100,11,7,Drive,8000,SDP&C,1,369,1
27,9,Full,5,CH,BMW,1995,D,7400,6,1,Drive,18000,SDP&C,1,591,1
26,9,Full,0,NG,VAUXHALL,1796,P,600,12,0,Drive,6000,SDP,0,1220,1
24,7,Full,7,DN,RENAULT,1461,D,4500,2,0,Drive,5000,SDP&C,0,519,1
40,0,Full,0,B,VOLVO,1596,P,1400,10,0,Road,8000,SDP,0,2495,1
53,14,Full,2,CM,FORD,1388,P,800,11,0,Drive,6000,SDP,0,251,1
52,34,Full,20,RG,VAUXHALL,1398,P,7400,2,0,Drive,4000,SDP&C,0,233,1
20,1,Full,0,HP,RENAULT,1149,P,500,17,1,Garage,2000,SDP,0,2020,1
46,29,Full,11,PL,RENAULT,1149,P,500,18,2,Drive,3000,SDP,0,149,1
29,10,Full,9,E,VOLKSWAGEN,1598,D,5800,5,0,Road,5000,SDP,0,788,1
30,12,Full,3,S,MINI,1598,D,5600,6,0,Drive,7000,SDP&C,0,487,1
36,14,Full,0,PE,VAUXHALL,1229,P,500,13,0,Drive,500,SDP,0,1346,1
62,44,Full,0,PR,VAUXHALL,1248,D,1400,9,0,Drive,6000,SDP,0,493,1
72,54,Full,10,PR,MERCEDES-BENZ,1991,P,16400,1,1,Garage,5000,Business,0,383,1
45,21,Full,1,LE,SEAT,1390,P,500,14,0,Drive,10000,SDP,0,701,1
44,27,Full,9,NE,VAUXHALL,1598,P,900,9,6,Drive,4000,SDP&C,0,255,1
62,30,Full,20,GL,CHRYSLER,2776,D,1800,12,0,Drive,10000,SDP,0,284,1
82,60,Full,20,M,PEUGEOT,1360,P,700,13,10,Drive,3000,SDP,0,431,1
47,30,Full,3,BN,VOLKSWAGEN,1598,D,11700,3,2,Road,5000,Business,1,438,1
26,8,Full,3,WS,FORD,1242,P,4100,4,3,Garage,10000,SDP&C,0,423,1
43,19,Full,13,CW,FORD,1596,P,400,11,2,Road,3000,SDP&C,0,232,1
30,2,Full,2,RM,TOYOTA,1398,P,2500,12,0,Garage,6000,SDP&C,0,1196,1
68,30,Full,4,LS,VAUXHALL,1796,P,600,13,0,Drive,1200,SDP,0,450,1
27,9,Full,0,S,VOLKSWAGEN,1198,P,1100,11,0,Other,3000,SDP&C,0,836,1
56,39,Full,0,SA,AUDI,1781,P,200,17,0,Road,6000,SDP&C,0,428,1
25,0,Full,0,IP,RENAULT,1390,P,0,17,0,Other,10000,SDP&C,0,1484,1
28,10,Full,10,DD,VOLKSWAGEN,1596,P,2500,9,1,Drive,4000,SDP&C,0,274,1
33,2,Full,0,WA,RENAULT,1598,P,2000,10,2,Other,5000,SDP&C,1,1167,1
67,48,Full,9,BB,CITROEN,1997,D,5000,9,0,Garage,4500,SDP,1,490,1
81,50,Full,9,CH,VAUXHALL,1598,P,1200,7,7,Drive,1500,SDP,0,407,1
50,32,Full,20,TS,FORD,1997,D,2000,8,0,Drive,12000,SDP&C,0,563,1
50,31,Full,20,CV,PEUGEOT,1997,D,1200,11,8,Drive,8000,SDP&C,1,286,1
51,31,Full,15,SP,AUDI,1422,D,2000,15,1,Road,8000,SDP&C,0,266,1
63,43,Full,15,FK,SKODA,1896,D,500,14,0,Drive,3000,SDP,1,177,1
20,2,Provisional,0,TQ,VOLKSWAGEN,999,P,200,17,2,Drive,5000,SDP&C,0,489,1
37,9,Full,8,KA,TOYOTA,1598,P,2900,7,0,Road,3000,Business,0,463,1
17,0,Full,0,ST,FORD,1242,P,700,11,0,Drive,8000,SDP&C,0,1978,1
59,27,Full,0,DH,SUZUKI,1586,P,2100,9,0,Road,5000,SDP,0,452,1
20,3,Full,3,KY,BMW,1598,P,9200,4,0,Road,7000,SDP&C,0,977,1
35,17,Full,14,W,MERCEDES-BENZ,2599,P,2000,11,0,Drive,7000,SDP,0,2112,1
79,60,Full,7,ME,VAUXHALL,1598,P,300,15,14,Road,3000,SDP,2,516,1
55,16,Full,9,ML,FORD,1997,D,16100,0,0,Drive,7000,SDP,0,273,1
21,2,Full,3,UB,FIAT,1242,P,6600,2,1,Drive,10000,SDP&C,2,981,1
76,60,Full,8,KT,HONDA,1246,P,900,11,8,Drive,5000,SDP,0,379,1
53,32,Full,7,WF,TOYOTA,1299,P,900,12,1,Drive,4000,SDP,0,431,1
50,24,Full,8,S,VOLKSWAGEN,1781,P,1000,18,6,Drive,2000,SDP&C,0,326,1
80,60,Full,19,L,MITSUBISHI,1834,P,300,16,3,Drive,3000,SDP,0,672,1
46,16,Full,9,SE,BMW,2171,P,12200,11,10,Garage,2000,SDP,0,505,1
77,41,Full,6,NG,PEUGEOT,1560,D,7300,3,0,Drive,7000,SDP,0,380,1
38,20,Full,10,HA,FORD,1297,P,400,14,13,Drive,5000,SDP&C,0,267,1
48,30,Full,11,ME,SKODA,999,P,5400,1,0,Road,8000,SDP&C,0,243,1
39,21,Full,3,CV,VOLKSWAGEN,1968,D,2200,11,3,Other,7000,SDP&C,1,417,1
26,9,Full,8,CA,BMW,1995,D,5200,8,0,Drive,6000,SDP&C,0,450,1
74,52,Full,20,RH,VOLKSWAGEN,1968,D,8000,7,3,Other,8000,SDP,0,298,1
56,33,Full,11,RH,MERCEDES-BENZ,5439,P,1600,16,0,Drive,6000,SDP&C,0,327,1
59,42,Full,0,TQ,VOLVO,2461,D,300,17,0,Drive,3000,SDP,0,369,1
33,12,Full,3,WA,BMW,1995,D,3700,11,0,Drive,6000,SDP&C,0,1026,1
42,25,Full,4,M,TOYOTA,998,P,500,15,3,Drive,3000,SDP&C,0,391,1
25,8,Full,2,BT,BMW,2993,D,2900,12,0,Garage,12000,SDP&C,0,2012,1
41,20,Full,4,B,VAUXHALL,1796,P,1200,11,2,Road,10000,SDP&C,0,430,1
33,15,Full,8,B,SUZUKI,1061,P,300,12,0,Drive,5000,SDP&C,0,333,1
18,0,Full,0,SN,FIAT,1248,D,700,11,0,Drive,4000,SDP,0,1326,1
48,29,Full,20,DY,RENAULT,1390,P,3500,11,4,Road,6000,SDP&C,0,292,1
26,9,Full,9,DN,VAUXHALL,1389,P,100,18,1,Road,1000,SDP,0,577,1
59,33,Full,11,EN,FORD,1596,P,5400,6,2,Drive,8000,SDP&C,0,235,1
26,8,Full,4,BT,BMW,1995,D,5300,8,1,Drive,15000,SDP&C,2,788,1
64,38,Full,9,DN,TOYOTA,998,P,700,12,9,Garage,7000,SDP&C,0,202,1
23,6,Full,6,GU,SEAT,1968,D,8200,4,2,Road,10000,SDP&C,0,575,1
35,16,Full,1,GL,HYUNDAI,1975,P,600,15,0,Road,4000,SDP,0,834,1
30,5,Full,1,SE,TOYOTA,998,P,800,10,1,Garage,3000,SDP,0,609,1
60,38,Full,20,ME,FORD,1596,P,2200,7,0,Drive,2000,SDP,0,614,1
30,5,Full,1,M,RENAULT,1149,P,300,14,1,Drive,6000,SDP,1,661,1
44,15,Full,9,CR,HONDA,1339,P,3400,10,1,Drive,5000,SDP&C,0,541,1
20,0,Full,0,DA,AUDI,1598,D,10600,2,1,Road,6000,SDP,0,1757,1
54,32,Full,9,G,FORD,1388,P,500,11,0,Drive,6999,SDP&C,0,400,1
25,7,Provisional,0,PL,FORD,1596,P,1000,10,0,Drive,1300,SDP&C,0,594,1
41,0,Full,0,EX,MINI,1598,P,1200,13,0,Other,3000,SDP&C,0,722,1
24,6,Full,0,LL,SEAT,1390,P,2300,8,0,Drive,3000,Business,1,905,1
34,12,Full,9,SS,HONDA,1998,P,1300,12,0,Drive,5000,SDP,0,597,1
28,11,Full,0,DY,CITROEN,1560,D,8800,1,0,Drive,15000,Business,2,1429,1
58,28,Full,0,LE,VAUXHALL,1796,P,800,11,0,Drive,2000,SDP,2,1090,1
52,32,Full,12,BT,HYUNDAI,1582,D,10000,7,4,Drive,5000,Business,1,376,1
29,12,Full,6,NG,MERCEDES-BENZ,3199,P,1800,17,7,Drive,2500,Business,1,727,1
25,6,Full,6,BB,SEAT,1896,D,600,14,2,Other,1000,SDP,0,2041,1
52,16,Full,10,LA,FORD,1997,D,8000,7,2,Road,6000,SDP,0,356,1
23,4,Full,4,BT,MINI,1598,P,1000,14,5,Garage,5000,SDP&C,0,440,1
23,6,Full,5,TW,FORD,1388,P,6000,5,4,Drive,7000,SDP,0,894,1
